Gaspar_code	FB_Spec_Code	Class	Order	Family	Bellwood_Floeter	Genus	Species	Genus_and_species	Size	Size_type	Depth_min	Depth_max	Size_class	Diet_2012	Home_range	Activity	Schooling	Level
10828	10828	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacanthidae	1	Chaetodontoplus	personifer	Chaetodontoplus_personifer	35	TL	0	NA	4	IM	S	D	P	B
10842	10842	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacentridae	1	Chromis	fumea	Chromis_fumea	10	SL	3	25	2	PK	S	D	L	L
10848	10848	Actinopterygii_(ray-finned_fishes)	Perciformes	Labridae	1	Choerodon	cephalotes	Choerodon_cephalotes	38	TL	0	NA	4	IM	M	D	S	B
10851	10851	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacanthidae	1	Chaetodontoplus	meredithi	Chaetodontoplus_meredithi	25	TL	10	50	4	IM	S	D	P	B
10853	10853	Actinopterygii_(ray-finned_fishes)	Perciformes	Labridae	1	Choerodon	vitta	Choerodon_vitta	20	TL	0	NA	3	IM	M	D	S	B
1086	1086	Actinopterygii_(ray-finned_fishes)	Mugiliformes	Mugilidae	1	Mugil	curema	Mugil_curema	90	TL	1	25	6	HD	W	B	L	H
10867	10867	Actinopterygii_(ray-finned_fishes)	Perciformes	Pinguipedidae	1	Parapercis	macrophthalma	Parapercis_macrophthalma	14	TL	0	NA	3	IM	M	D	S	B
10870	10870	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacanthidae	1	Centropyge	eibli	Centropyge_eibli	15	TL	10	30	3	HD	S	D	P	B
10882	10882	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacanthidae	1	Chaetodontoplus	ballinae	Chaetodontoplus_ballinae	20.3	NA	100	120	4	IM	S	D	NA	B
10896	10896	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacanthidae	1	Genicanthus	semicinctus	Genicanthus_semicinctus	20	TL	10	100	3	PK	S	D	F	L
10958	10958	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacanthidae	1	Centropyge	aurantonotus	Centropyge_aurantonotus	7.5	TL	12	200	2	HD	S	D	S	L
1097	1097	Actinopterygii_(ray-finned_fishes)	Anguilliformes	Muraenidae	1	Channomuraena	vittata	Channomuraena_vittata	150	TL	5	100	6	FC	S	N	S	B
10974	10974	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacanthidae	1	Centropyge	flavipectoralis	Centropyge_flavipectoralis	10	TL	3	20	2	HD	S	D	P	B
1098	1098	Actinopterygii_(ray-finned_fishes)	Anguilliformes	Muraenidae	1	Enchelycore	nigricans	Enchelycore_nigricans	100	TL	1	25	6	IM	S	B	S	B
10982	10982	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacanthidae	1	Centropyge	hotumatua	Centropyge_hotumatua	8	TL	14	50	2	HD	S	D	P	B
10986	10986	Actinopterygii_(ray-finned_fishes)	Perciformes	Chaetodontidae	1	Prognathodes	guyanensis	Prognathodes_guyanensis	1.360.000.038	TL	60	230	3	IM	S	D	S	L
1099	1099	Actinopterygii_(ray-finned_fishes)	Anguilliformes	Muraenidae	1	Gymnothorax	ocellatus	Gymnothorax_ocellatus	90	TL	1	160	6	IM	S	B	S	B
10990	10990	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacanthidae	1	Centropyge	interruptus	Centropyge_interruptus	15	TL	12	60	3	HD	S	D	P	B
10994	10994	Actinopterygii_(ray-finned_fishes)	Perciformes	Mullidae	1	Parupeneus	forsskali	Parupeneus_forsskali	28	TL	0	NA	3	IM	M	D	F	B
10997	10997	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacanthidae	1	Centropyge	joculator	Centropyge_joculator	9	TL	8	70	2	HD	S	D	P	B
10999	10999	Actinopterygii_(ray-finned_fishes)	Tetraodontiformes	Monacanthidae	1	Eubalichthys	caeruleoguttatus	Eubalichthys_caeruleoguttatus	38	TL	22	82	4	IM	M	D	S	B
11000	11000	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacanthidae	1	Centropyge	multicolor	Centropyge_multicolor	9	TL	20	115	2	HD	S	D	P	B
1102	1102	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Istigobius	hoshinonis	Istigobius_hoshinonis	8.9	TL	3	14	2	IM	S	D	F	B
1103	1103	Actinopterygii_(ray-finned_fishes)	Anguilliformes	Muraenidae	1	Gymnothorax	miliaris	Gymnothorax_miliaris	70	TL	0	60	5	IM	S	B	S	B
1104	1104	Actinopterygii_(ray-finned_fishes)	Anguilliformes	Ophichthidae	1	Ophichthus	gomesii	Ophichthus_gomesii	9.140.000.153	TL	1	950	6	FC	S	D	S	B
1105	1105	Actinopterygii_(ray-finned_fishes)	Anguilliformes	Ophichthidae	1	Ophichthus	ophis	Ophichthus_ophis	210	TL	21	50	6	FC	S	D	S	B
1107	1107	Actinopterygii_(ray-finned_fishes)	Tetraodontiformes	Ostraciidae	1	Lactophrys	trigonus	Lactophrys_trigonus	55	TL	2	50	5	IM	M	D	S	L
1109	1109	Actinopterygii_(ray-finned_fishes)	Tetraodontiformes	Ostraciidae	1	Lactophrys	triqueter	Lactophrys_triqueter	47	TL	0	6,096	5	IM	M	D	S	L
11100	11100	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacanthidae	1	Centropyge	nigriocella	Centropyge_nigriocella	6	TL	4	15	2	HD	S	D	P	B
11106	11106	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacanthidae	1	Centropyge	resplendens	Centropyge_resplendens	6	TL	15	40	2	HD	S	D	S	L
11111	11111	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacanthidae	1	Centropyge	shepardi	Centropyge_shepardi	9	TL	1	56	2	HD	S	D	P	B
11113	11113	Actinopterygii_(ray-finned_fishes)	Lophiiformes	Antennariidae	1	Antennarius	biocellatus	Antennarius_biocellatus	14	SL	0	73	3	FC	S	N	S	B
11116	11116	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacanthidae	1	Chaetodontoplus	caeruleopunctatus	Chaetodontoplus_caeruleopunctatus	14	TL	0	NA	3	IM	S	D	NA	B
11119	11119	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacanthidae	1	Chaetodontoplus	chrysocephalus	Chaetodontoplus_chrysocephalus	22	TL	0	NA	4	IM	S	D	S	B
11124	11124	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacanthidae	1	Chaetodontoplus	septentrionalis	Chaetodontoplus_septentrionalis	22	TL	5	15	4	IM	S	D	S	B
11132	11132	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacanthidae	1	Genicanthus	caudovittatus	Genicanthus_caudovittatus	20	TL	2	70	3	PK	S	D	F	L
1114	1114	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacanthidae	1	Holacanthus	isabelita	Holacanthus_isabelita	45	TL	0	NA	5	IS	M	D	S	L
11144	11144	Actinopterygii_(ray-finned_fishes)	Lophiiformes	Antennariidae	1	Antennarius	analis	Antennarius_analis	7.8	SL	2	21	2	FC	S	N	S	B
11150	11150	Actinopterygii_(ray-finned_fishes)	Lophiiformes	Antennariidae	1	Antennatus	tuberosus	Antennatus_tuberosus	9	SL	0	73	2	FC	S	N	S	B
11153	11153	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacanthidae	1	Genicanthus	semifasciatus	Genicanthus_semifasciatus	21	TL	15	100	4	PK	S	D	F	L
11158	11158	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacanthidae	1	Genicanthus	spinus	Genicanthus_spinus	35	TL	30	60	4	PK	S	D	F	L
11163	11163	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacanthidae	1	Holacanthus	africanus	Holacanthus_africanus	45	TL	1	40	5	IS	M	D	S	L
1117	1117	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacanthidae	1	Pomacanthus	arcuatus	Pomacanthus_arcuatus	60	TL	2	30	5	OM	M	D	P	L
11170	11170	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Eviota	smaragdus	Eviota_smaragdus	2.3	SL	0	NA	1	IM	S	D	S	B
11172	11172	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacanthidae	1	Holacanthus	clarionensis	Holacanthus_clarionensis	20	TL	1	30	4	IM	M	D	F	B
11174	11174	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Gladiogobius	ensifer	Gladiogobius_ensifer	7.5	SL	0	NA	1	IM	S	D	S	B
11177	11177	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacanthidae	1	Holacanthus	limbaughi	Holacanthus_limbaughi	25	TL	2	100	4	IM	M	D	S	B
1118	1118	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacanthidae	1	Pomacanthus	paru	Pomacanthus_paru	4.109.999.847	TL	3	100	5	OM	M	D	P	L
11189	11189	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacanthidae	1	Centropyge	venustus	Centropyge_venustus	12	NG	10	40	2	HD	S	D	P	B
1119	1119	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacentridae	1	Abudefduf	saxatilis	Abudefduf_saxatilis	2.289.999.962	TL	0	40	4	OM	M	D	F	L
11194	11194	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacanthidae	1	Pomacanthus	asfur	Pomacanthus_asfur	40	TL	3	30	4	IM	S	D	S	B
1120	1120	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacentridae	1	Abudefduf	taurus	Abudefduf_taurus	25	TL	1	5	4	OM	M	D	F	L
11209	11209	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacanthidae	1	Pomacanthus	chrysurus	Pomacanthus_chrysurus	33	SL	1	25	4	IM	S	D	S	B
1121	1121	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacentridae	1	Chromis	multilineata	Chromis_multilineata	20	TL	0	54	4	PK	M	D	L	H
11214	11214	Actinopterygii_(ray-finned_fishes)	Tetraodontiformes	Tetraodontidae	1	Feroxodon	multistriatus	Feroxodon_multistriatus	39	TL	0	NA	4	IM	W	NA	S	B
1122	1122	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacentridae	1	Microspathodon	chrysurus	Microspathodon_chrysurus	21	TL	0	12	4	HD	S	D	S	L
11223	11223	Actinopterygii_(ray-finned_fishes)	Tetraodontiformes	Diodontidae	1	Tragulichthys	jaculiferus	Tragulichthys_jaculiferus	30	TL	26	137	3	IM	W	NA	S	B
11227	11227	Actinopterygii_(ray-finned_fishes)	Tetraodontiformes	Diodontidae	1	Cyclichthys	hardenbergi	Cyclichthys_hardenbergi	25	SL	0	100	4	IM	M	B	S	B
1123	1123	Actinopterygii_(ray-finned_fishes)	Perciformes	Haemulidae	1	Anisotremus	surinamensis	Anisotremus_surinamensis	76	TL	0	60	5	IM	M	D	F	L
11238	11238	Actinopterygii_(ray-finned_fishes)	Pleuronectiformes	Bothidae	1	Grammatobothus	pennatus	Grammatobothus_pennatus	18	TL	35	60	3	NA	NA	NA	NA	NA
1124	1124	Actinopterygii_(ray-finned_fishes)	Perciformes	Haemulidae	1	Anisotremus	virginicus	Anisotremus_virginicus	4.059.999.847	TL	2	40	5	IM	M	D	F	L
11250	11250	Actinopterygii_(ray-finned_fishes)	Perciformes	Chaetodontidae	1	Coradion	altivelis	Coradion_altivelis	18	TL	3	30	3	IM	S	D	S	B
11258	11258	Actinopterygii_(ray-finned_fishes)	Scorpaeniformes	Platycephalidae	1	Onigocia	oligolepis	Onigocia_oligolepis	10	TL	5	30	2	IM	W	B	F	B
1126	1126	Actinopterygii_(ray-finned_fishes)	Perciformes	Haemulidae	1	Haemulon	album	Haemulon_album	79	TL	20	30	5	IM	M	B	M	L
11269	11269	Actinopterygii_(ray-finned_fishes)	Lophiiformes	Antennariidae	1	Tathicarpus	butleri	Tathicarpus_butleri	10	TL	32	132	3	FC	S	N	S	B
1128	1128	Actinopterygii_(ray-finned_fishes)	Perciformes	Haemulidae	1	Haemulon	aurolineatum	Haemulon_aurolineatum	25	TL	0	70	4	IM	M	B	L	L
1129	1129	Actinopterygii_(ray-finned_fishes)	Perciformes	Haemulidae	1	Haemulon	bonariense	Haemulon_bonariense	40	TL	0	49,31508	5	IM	M	B	M	L
1130	1130	Actinopterygii_(ray-finned_fishes)	Perciformes	Haemulidae	1	Haemulon	boschmae	Haemulon_boschmae	19	TL	0	100	3	IM	M	B	M	L
1131	1131	Actinopterygii_(ray-finned_fishes)	Perciformes	Haemulidae	1	Haemulon	carbonarium	Haemulon_carbonarium	36	TL	3	25	4	IM	M	B	M	L
1134	1134	Actinopterygii_(ray-finned_fishes)	Perciformes	Haemulidae	1	Haemulon	chrysargyreum	Haemulon_chrysargyreum	23	TL	0	6,096	4	IM	M	B	M	L
1135	1135	Actinopterygii_(ray-finned_fishes)	Perciformes	Haemulidae	1	Haemulon	flavolineatum	Haemulon_flavolineatum	30	TL	0	25	4	IM	M	B	M	L
1136	1136	Actinopterygii_(ray-finned_fishes)	Perciformes	Haemulidae	1	Haemulon	macrostomum	Haemulon_macrostomum	43	TL	5	30	5	IM	M	B	M	L
1138	1138	Actinopterygii_(ray-finned_fishes)	Perciformes	Haemulidae	1	Haemulon	melanurum	Haemulon_melanurum	33	TL	3	60	4	IM	M	B	M	L
1139	1139	Actinopterygii_(ray-finned_fishes)	Perciformes	Haemulidae	1	Haemulon	parra	Haemulon_parra	4.120.000.076	TL	3	60	5	IM	M	B	M	L
1140	1140	Actinopterygii_(ray-finned_fishes)	Perciformes	Haemulidae	1	Haemulon	plumierii	Haemulon_plumierii	53	TL	3	70	5	IM	M	B	M	L
1141	1141	Actinopterygii_(ray-finned_fishes)	Perciformes	Haemulidae	1	Haemulon	sciurus	Haemulon_sciurus	46	TL	0	25	5	IM	M	B	M	L
1142	1142	Actinopterygii_(ray-finned_fishes)	Perciformes	Haemulidae	1	Haemulon	steindachneri	Haemulon_steindachneri	30	TL	1	75	4	IM	W	N	M	B
1143	1143	Actinopterygii_(ray-finned_fishes)	Perciformes	Haemulidae	1	Haemulon	striatum	Haemulon_striatum	28	TL	10	100	4	IM	M	B	M	L
1145	1145	Actinopterygii_(ray-finned_fishes)	Perciformes	Haemulidae	1	Orthopristis	ruber	Orthopristis_ruber	40	TL	1	200	5	IM	M	B	M	L
1146	1146	Actinopterygii_(ray-finned_fishes)	Perciformes	Haemulidae	1	Pomadasys	corvinaeformis	Pomadasys_corvinaeformis	25	TL	26	50	4	NA	NA	NA	NA	NA
1147	1147	Actinopterygii_(ray-finned_fishes)	Perciformes	Haemulidae	1	Pomadasys	crocro	Pomadasys_crocro	38	TL	0	120	4	IM	M	B	M	L
1149	1149	Actinopterygii_(ray-finned_fishes)	Perciformes	Priacanthidae	1	Priacanthus	arenatus	Priacanthus_arenatus	50	TL	10	200	5	FC	M	B	M	L
1150	1150	Actinopterygii_(ray-finned_fishes)	Perciformes	Priacanthidae	1	Heteropriacanthus	cruentatus	Heteropriacanthus_cruentatus	50.7	TL	3	300	5	IM	M	N	F	L
1151	1151	Actinopterygii_(ray-finned_fishes)	Perciformes	Scaridae	1	Nicholsina	usta_usta	Nicholsina_usta_usta	30	TL	1	73	4	HD	M	D	F	L
11512	11512	Actinopterygii_(ray-finned_fishes)	Albuliformes	Albulidae	1	Albula	glossodonta	Albula_glossodonta	90	SL	0	NA	5	IM	W	B	M	B
1152	1152	Actinopterygii_(ray-finned_fishes)	Perciformes	Scaridae	1	Scarus	coelestinus	Scarus_coelestinus	77	TL	5	34,983	5	HD	M	D	F	L
1153	1153	Actinopterygii_(ray-finned_fishes)	Perciformes	Scaridae	1	Scarus	coeruleus	Scarus_coeruleus	120	TL	3	9,144	6	HD	M	D	F	L
1154	1154	Actinopterygii_(ray-finned_fishes)	Perciformes	Scaridae	1	Scarus	iseri	Scarus_iseri	35	TL	3	25	4	HD	M	D	F	L
1155	1155	Actinopterygii_(ray-finned_fishes)	Perciformes	Scaridae	1	Scarus	guacamaia	Scarus_guacamaia	120	TL	3	45,72	6	HD	M	D	F	L
1156	1156	Actinopterygii_(ray-finned_fishes)	Perciformes	Scaridae	1	Scarus	taeniopterus	Scarus_taeniopterus	35	TL	2	25	4	HD	M	D	F	L
1157	1157	Actinopterygii_(ray-finned_fishes)	Perciformes	Scaridae	1	Scarus	vetula	Scarus_vetula	61	TL	3	25	5	HD	M	D	F	L
1158	1158	Actinopterygii_(ray-finned_fishes)	Perciformes	Scaridae	1	Sparisoma	aurofrenatum	Sparisoma_aurofrenatum	28	TL	2	20	4	HD	M	D	F	L
1159	1159	Actinopterygii_(ray-finned_fishes)	Perciformes	Scaridae	1	Sparisoma	chrysopterum	Sparisoma_chrysopterum	46	TL	1	34,83333	5	HD	M	D	F	L
1160	1160	Actinopterygii_(ray-finned_fishes)	Perciformes	Scaridae	1	Sparisoma	rubripinne	Sparisoma_rubripinne	4.779.999.924	TL	1	15	5	HD	M	D	F	L
1161	1161	Actinopterygii_(ray-finned_fishes)	Perciformes	Scaridae	1	Sparisoma	viride	Sparisoma_viride	64	TL	3	49	5	HD	M	D	F	L
11614	11614	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Amblyeleotris	gymnocephala	Amblyeleotris_gymnocephala	14	TL	8	26	3	IM	S	D	S	B
11616	11616	Actinopterygii_(ray-finned_fishes)	Perciformes	Blenniidae	1	Salarias	guttatus	Salarias_guttatus	10	TL	0	10	2	HD	S	D	S	B
11618	11618	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Pleurosicya	elongata	Pleurosicya_elongata	4	SL	0	NA	1	IM	S	D	S	B
11619	11619	Actinopterygii_(ray-finned_fishes)	Perciformes	Apogonidae	1	Apogon	multilineatus	Apogon_multilineatus	10	TL	1	5	2	PK	S	N	F	L
1162	1162	Actinopterygii_(ray-finned_fishes)	Perciformes	Sciaenidae	1	Bairdiella	batabana	Bairdiella_batabana	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
11620	11620	Actinopterygii_(ray-finned_fishes)	Perciformes	Labridae	1	Pseudocoris	heteroptera	Pseudocoris_heteroptera	20	TL	2	54	3	PK	S	D	M	L
11622	11622	Actinopterygii_(ray-finned_fishes)	Perciformes	Labridae	1	Halichoeres	solorensis	Halichoeres_solorensis	18	TL	0	NA	3	IM	M	D	F	B
1164	1164	Actinopterygii_(ray-finned_fishes)	Perciformes	Sparidae	1	Sparus	aurata	Sparus_aurata	70	TL	1	150	5	IM	M	D	F	L
1166	1166	Actinopterygii_(ray-finned_fishes)	Perciformes	Sciaenidae	1	Bairdiella	ronchus	Bairdiella_ronchus	35	TL	16	40	4	IM	S	NA	F	L
11661	11661	Actinopterygii_(ray-finned_fishes)	Scorpaeniformes	Synanceiidae	1	Minous	trachycephalus	Minous_trachycephalus	12	TL	11	46	2	FC	S	N	S	B
11666	11666	Actinopterygii_(ray-finned_fishes)	Perciformes	Apogonidae	1	Apogon	melanopus	Apogon_melanopus	10	TL	20	160	2	PK	S	N	NA	L
11667	11667	Actinopterygii_(ray-finned_fishes)	Perciformes	Apogonidae	1	Siphamia	roseigaster	Siphamia_roseigaster	6.400.000.095	TL	0	118	2	NA	NA	NA	NA	NA
11668	11668	Actinopterygii_(ray-finned_fishes)	Perciformes	Chaetodontidae	1	Roa	modestus	Roa_modestus	17	TL	40	190	3	IM	S	D	F	L
11671	11671	Actinopterygii_(ray-finned_fishes)	Gobiesociformes	Gobiesocidae	1	Rimicola	dimorpha	Rimicola_dimorpha	3.200.000.048	TL	0	NA	1	NA	NA	NA	NA	NA
11673	11673	Actinopterygii_(ray-finned_fishes)	Perciformes	Labridae	1	Xyrichtys	jacksonensis	Xyrichtys_jacksonensis	17.5	TL	0	NA	3	IM	M	D	F	B
11682	11682	Actinopterygii_(ray-finned_fishes)	Tetraodontiformes	Monacanthidae	1	Pseudomonacanthus	elongatus	Pseudomonacanthus_elongatus	25	SL	1	7	4	IM	NA	D	NA	B
11692	11692	Actinopterygii_(ray-finned_fishes)	Scorpaeniformes	Scorpaenidae	1	Scorpaenodes	smithi	Scorpaenodes_smithi	6	TL	73	73	1	IM	S	N	S	B
11728	11728	Actinopterygii_(ray-finned_fishes)	Anguilliformes	Ophichthidae	1	Lamnostoma	orientalis	Lamnostoma_orientalis	36	TL	0	NA	4	IM	S	N	S	B
11793	11793	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacentridae	1	Abudefduf	concolor	Abudefduf_concolor	19	TL	1	5	3	OM	M	D	F	L
1220	1220	Actinopterygii_(ray-finned_fishes)	Perciformes	Sparidae	1	Calamus	arctifrons	Calamus_arctifrons	25	TL	0	30	4	IM	M	D	M	L
1221	1221	Actinopterygii_(ray-finned_fishes)	Perciformes	Sparidae	1	Calamus	bajonado	Calamus_bajonado	76	FL	3	180	5	IM	M	D	M	L
1222	1222	Actinopterygii_(ray-finned_fishes)	Perciformes	Sparidae	1	Calamus	calamus	Calamus_calamus	56	TL	1	75	5	IM	M	D	M	L
12227	12227	Actinopterygii_(ray-finned_fishes)	Perciformes	Kyphosidae	1	Atypichthys	latus	Atypichthys_latus	30	SL	0	NA	3	PK	M	D	M	L
12229	12229	Actinopterygii_(ray-finned_fishes)	Perciformes	Kyphosidae	1	Girella	simplicidens	Girella_simplicidens	46	TL	1	15	5	HM	W	D	M	B
12230	12230	Actinopterygii_(ray-finned_fishes)	Perciformes	Kyphosidae	1	Kyphosus	elegans	Kyphosus_elegans	53	TL	1	20	5	HM	W	D	L	B
12234	12234	Actinopterygii_(ray-finned_fishes)	Perciformes	Kyphosidae	1	Neatypus	obliquus	Neatypus_obliquus	22	TL	0	60	3	HM	NA	NA	NA	NA
12235	12235	Actinopterygii_(ray-finned_fishes)	Perciformes	Kyphosidae	1	Scorpis	violacea	Scorpis_violacea	34.5	TL	0	NA	4	PK	W	D	F	H
12237	12237	Actinopterygii_(ray-finned_fishes)	Perciformes	Kyphosidae	1	Tilodon	sexfasciatum	Tilodon_sexfasciatum	40	TL	0	120	4	NA	NA	NA	NA	NA
1224	1224	Actinopterygii_(ray-finned_fishes)	Perciformes	Sparidae	1	Calamus	cervigoni	Calamus_cervigoni	20	TL	20	90	4	IM	M	D	M	L
1225	1225	Actinopterygii_(ray-finned_fishes)	Perciformes	Sparidae	1	Calamus	leucosteus	Calamus_leucosteus	46	TL	10	90	5	IM	M	D	M	L
6665	6665	Actinopterygii_(ray-finned_fishes)	Perciformes	Chaetodontidae	1	Chaetodon	argentatus	Chaetodon_argentatus	20	TL	5	20	3	IM	S	D	P	B
1226	1226	Actinopterygii_(ray-finned_fishes)	Perciformes	Sparidae	1	Calamus	nodosus	Calamus_nodosus	5.440.000.153	TL	7	90	5	IM	M	D	M	L
12263	12263	Actinopterygii_(ray-finned_fishes)	Perciformes	Chaetodontidae	1	Prognathodes	dichrous	Prognathodes_dichrous	16	TL	3	25	3	IM	S	D	S	L
1227	1227	Actinopterygii_(ray-finned_fishes)	Perciformes	Sparidae	1	Calamus	penna	Calamus_penna	46	TL	3	90	5	IM	M	D	M	L
6516	6516	Actinopterygii_(ray-finned_fishes)	Perciformes	Chaetodontidae	1	Chaetodon	assarius	Chaetodon_assarius	13	TL	1	40	3	OM	S	D	M	L
1228	1228	Actinopterygii_(ray-finned_fishes)	Perciformes	Sparidae	1	Calamus	pennatula	Calamus_pennatula	37	TL	0	100	4	IM	M	D	M	L
12596	12596	Actinopterygii_(ray-finned_fishes)	Beryciformes	Holocentridae	1	Myripristis	chryseres	Myripristis_chryseres	25	TL	12	350	4	PK	M	N	F	L
12598	12598	Actinopterygii_(ray-finned_fishes)	Perciformes	Serranidae	1	Luzonichthys	earlei	Luzonichthys_earlei	4.2	SL	15	205	1	PK	S	D	L	L
1260	1260	Actinopterygii_(ray-finned_fishes)	Perciformes	Acanthuridae	1	Acanthurus	triostegus	Acanthurus_triostegus	27	TL	0	90	3	HD	W	D	L	B
12601	12601	Actinopterygii_(ray-finned_fishes)	Tetraodontiformes	Monacanthidae	1	Cantherhines	verecundus	Cantherhines_verecundus	12.5	TL	14	92	3	IM	M	D	S	B
12603	12603	Actinopterygii_(ray-finned_fishes)	Perciformes	Mullidae	1	Parupeneus	chrysonemus	Parupeneus_chrysonemus	19.6	SL	20	183	4	IM	M	D	F	B
12604	12604	Actinopterygii_(ray-finned_fishes)	Perciformes	Mullidae	1	Parupeneus	porphyreus	Parupeneus_porphyreus	51	TL	1	140	4	IM	M	D	F	B
12605	12605	Actinopterygii_(ray-finned_fishes)	Scorpaeniformes	Scorpaenidae	1	Scorpaenopsis	brevifrons	Scorpaenopsis_brevifrons	13.3	SL	1	38	2	IM	S	N	S	B
12606	12606	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Valenciennea	alleni	Valenciennea_alleni	7.4	SL	2	9	2	IM	S	D	P	B
12607	12607	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Valenciennea	bella	Valenciennea_bella	6.9	SL	12	32	2	IM	S	D	P	B
12609	12609	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Valenciennea	decora	Valenciennea_decora	11.3	SL	2	33	3	IM	S	D	P	B
1261	1261	Actinopterygii_(ray-finned_fishes)	Perciformes	Acanthuridae	1	Acanthurus	xanthopterus	Acanthurus_xanthopterus	70	TL	1	100	5	HD	M	D	M	B
12610	12610	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Valenciennea	limicola	Valenciennea_limicola	6.2	SL	0	NA	2	IM	S	D	P	B
12611	12611	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Valenciennea	parva	Valenciennea_parva	10	SL	1	15	2	IM	S	D	P	B
12612	12612	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Valenciennea	persica	Valenciennea_persica	10.3	SL	2	12	2	IM	S	D	P	B
12613	12613	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Valenciennea	randalli	Valenciennea_randalli	16	SL	8	30	2	IM	S	D	S	B
12614	12614	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Valenciennea	immaculata	Valenciennea_immaculata	13	TL	1	30	3	IM	S	D	P	B
12615	12615	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Valenciennea	wardii	Valenciennea_wardii	15	SL	5	20	2	IM	S	D	P	B
12619	12619	Actinopterygii_(ray-finned_fishes)	Anguilliformes	Congridae	1	Heteroconger	hassi	Heteroconger_hassi	40	TL	7	45	4	PK	S	D	F	B
1262	1262	Actinopterygii_(ray-finned_fishes)	Perciformes	Acanthuridae	1	Ctenochaetus	striatus	Ctenochaetus_striatus	26	TL	3	30	4	HD	S	D	M	B
12620	12620	Actinopterygii_(ray-finned_fishes)	Aulopiformes	Synodontidae	1	Synodus	dermatogenys	Synodus_dermatogenys	24	TL	1	97	3	FC	M	B	S	B
12622	12622	Actinopterygii_(ray-finned_fishes)	Perciformes	Serranidae	1	Belonoperca	chabanaudi	Belonoperca_chabanaudi	15	TL	4	50	3	FC	S	N	S	L
12625	12625	Actinopterygii_(ray-finned_fishes)	Perciformes	Acanthuridae	1	Prionurus	maculatus	Prionurus_maculatus	45	TL	0	NA	4	HD	W	D	M	B
12626	12626	Actinopterygii_(ray-finned_fishes)	Perciformes	Acanthuridae	1	Prionurus	microlepidotus	Prionurus_microlepidotus	70	TL	0	NA	5	HD	W	D	L	B
12627	12627	Actinopterygii_(ray-finned_fishes)	Perciformes	Apogonidae	1	Archamia	leai	Archamia_leai	9	TL	1	15	2	PK	S	N	M	L
12628	12628	Actinopterygii_(ray-finned_fishes)	Perciformes	Apogonidae	1	Siphamia	mossambica	Siphamia_mossambica	4	TL	100	123	1	NA	NA	NA	NA	NA
